Gene.name	Gene.stable.ID	Mouse.gene.stable.ID	Mouse.gene.name
IGHV1-69-2	ENSG00000281990	ENSMUSG00000095642	Ighv14-3
IGHV1-69-2	ENSG00000281990	ENSMUSG00000096150	Ighv1-85
IGHV1-69-2	ENSG00000281990	ENSMUSG00000094940	Ighv1-84
IGHV1-69-2	ENSG00000281990	ENSMUSG00000095442	Ighv1-4
IGHV1-69-2	ENSG00000281990	ENSMUSG00000096326	Ighv1-78
IGHV1-69-2	ENSG00000281990	ENSMUSG00000076695	Ighv1-18
IGHV1-69-2	ENSG00000281990	ENSMUSG00000095204	Ighv1-52
IGHV1-69-2	ENSG00000281990	ENSMUSG00000076666	Ighv14-4
IGHV1-69-2	ENSG00000281990	ENSMUSG00000094087	Ighv1-61
IGHV1-69-2	ENSG00000281990	ENSMUSG00000094787	Ighv1-54
IGHV1-69-2	ENSG00000281990	ENSMUSG00000095761	Ighv1-20
IGHV1-69-2	ENSG00000281990	ENSMUSG00000096410	Ighv1-19
IGHV1-69-2	ENSG00000281990	ENSMUSG00000093896	Ighv1-76
IGHV1-69-2	ENSG00000281990	ENSMUSG00000096020	Ighv1-75
IGHV1-69-2	ENSG00000281990	ENSMUSG00000102313	Ighv1-62-1
IGHV1-69-2	ENSG00000281990	ENSMUSG00000095859	Ighv1-43
BAG1	ENSG00000107262	ENSMUSG00000028416	Bag1
CCNJL	ENSG00000135083	ENSMUSG00000044707	Ccnjl
RIOK1	ENSG00000124784	ENSMUSG00000021428	Riok1
SIDT2	ENSG00000149577	ENSMUSG00000034908	Sidt2
KLF3	ENSG00000109787	ENSMUSG00000029178	Klf3
RIDA	ENSG00000132541	ENSMUSG00000022323	Rida
CTSF	ENSG00000174080	ENSMUSG00000083282	Ctsf
IFFO2	ENSG00000169991	ENSMUSG00000041025	Iffo2
IFFO2	ENSG00000169991	ENSMUSG00000094439	Gm21969
USP37	ENSG00000135913	ENSMUSG00000033364	Usp37
CTSA	ENSG00000064601	ENSMUSG00000017760	Ctsa
VPS26B	ENSG00000151502	ENSMUSG00000031988	Vps26b
TRPM3	ENSG00000083067	ENSMUSG00000052387	Trpm3
IGHV1-69D	ENSG00000280411	ENSMUSG00000094561	Ighv1-22
IGHV1-69D	ENSG00000280411	ENSMUSG00000095923	Ighv1-37
IGHV1-69D	ENSG00000280411	ENSMUSG00000093955	Ighv1-34
IGHV1-69D	ENSG00000280411	ENSMUSG00000095416	Ighv1-12
IGHV1-69D	ENSG00000280411	ENSMUSG00000094862	Ighv1-56
IGHV1-69D	ENSG00000280411	ENSMUSG00000094124	Ighv1-74
IGHV1-69D	ENSG00000280411	ENSMUSG00000076710	Ighv1-49
IGHV1-69D	ENSG00000280411	ENSMUSG00000095589	Ighv1-55
IGHV1-69D	ENSG00000280411	ENSMUSG00000103254	Ighv1-15
IGHV1-69D	ENSG00000280411	ENSMUSG00000095127	Ighv1-82
IGHV1-69D	ENSG00000280411	ENSMUSG00000094689	Ighv1-81
IGHV1-69D	ENSG00000280411	ENSMUSG00000094502	Ighv1-69
IGHV1-69D	ENSG00000280411	ENSMUSG00000094694	Ighv1-9
IGHV1-69D	ENSG00000280411	ENSMUSG00000096078	Ighv1-62-2
IGHV1-69D	ENSG00000280411	ENSMUSG00000095583	Ighv14-2
IGHV1-69D	ENSG00000280411	ENSMUSG00000095554	Ighv1-16
IGHV1-69D	ENSG00000280411	ENSMUSG00000095200	Ighv1-7
IGHV1-69D	ENSG00000280411	ENSMUSG00000095130	Ighv1-39
IGHV1-69D	ENSG00000280411	ENSMUSG00000096499	Ighv1-5
IGHV1-69D	ENSG00000280411	ENSMUSG00000102888	Ighv1-11
IGHV1-69D	ENSG00000280411	ENSMUSG00000093894	Ighv1-53
IGHV1-69D	ENSG00000280411	ENSMUSG00000094241	Ighv1-24
IGHV1-69D	ENSG00000280411	ENSMUSG00000094509	Ighv14-1
IGHV1-69D	ENSG00000280411	ENSMUSG00000094088	Ighv1-64
IGHV1-69D	ENSG00000280411	ENSMUSG00000094075	Ighv1-80
IGHV1-69D	ENSG00000280411	ENSMUSG00000094051	Ighv1-36
IGHV1-69D	ENSG00000280411	ENSMUSG00000095889	Ighv1-58
IGHV1-69D	ENSG00000280411	ENSMUSG00000096649	Ighv1-31
IGHV1-69D	ENSG00000280411	ENSMUSG00000096577	Ighv1-71
IGHV1-69D	ENSG00000280411	ENSMUSG00000096452	Ighv1-77
IGHV1-69D	ENSG00000280411	ENSMUSG00000095197	Ighv1-59
IGHV1-69D	ENSG00000280411	ENSMUSG00000095519	Ighv1-66
IGHV1-69D	ENSG00000280411	ENSMUSG00000094546	Ighv1-26
IGHV1-69D	ENSG00000280411	ENSMUSG00000096672	Ighv1-63
IGHV1-69D	ENSG00000280411	ENSMUSG00000094198	Ighv1-50
IGHV1-69D	ENSG00000280411	ENSMUSG00000076688	Ighv15-2
IGHV1-69D	ENSG00000280411	ENSMUSG00000076709	Ighv1-47
IGHV1-69D	ENSG00000280411	ENSMUSG00000095863	Ighv1-67
IGHV1-69D	ENSG00000280411	ENSMUSG00000094652	Ighv1-42
IGHV1-69D	ENSG00000280411	ENSMUSG00000096074	Ighv1-72
IGHV1-69D	ENSG00000280411	ENSMUSG00000096767	Ighv1-62-3
IGHV1-69D	ENSG00000280411	ENSMUSG00000103290	Ighv1-23
IGHV1-69D	ENSG00000280411	ENSMUSG00000095642	Ighv14-3
IGHV1-69D	ENSG00000280411	ENSMUSG00000096150	Ighv1-85
IGHV1-69D	ENSG00000280411	ENSMUSG00000094940	Ighv1-84
IGHV1-69D	ENSG00000280411	ENSMUSG00000095442	Ighv1-4
IGHV1-69D	ENSG00000280411	ENSMUSG00000096326	Ighv1-78
IGHV1-69D	ENSG00000280411	ENSMUSG00000076695	Ighv1-18
IGHV1-69D	ENSG00000280411	ENSMUSG00000095204	Ighv1-52
IGHV1-69D	ENSG00000280411	ENSMUSG00000076666	Ighv14-4
IGHV1-69D	ENSG00000280411	ENSMUSG00000094087	Ighv1-61
IGHV1-69D	ENSG00000280411	ENSMUSG00000094787	Ighv1-54
IGHV1-69D	ENSG00000280411	ENSMUSG00000095761	Ighv1-20
IGHV1-69D	ENSG00000280411	ENSMUSG00000096410	Ighv1-19
IGHV1-69D	ENSG00000280411	ENSMUSG00000093896	Ighv1-76
IGHV1-69D	ENSG00000280411	ENSMUSG00000096020	Ighv1-75
IGHV1-69D	ENSG00000280411	ENSMUSG00000102313	Ighv1-62-1
IGHV1-69D	ENSG00000280411	ENSMUSG00000095859	Ighv1-43
PTBP3	ENSG00000119314	ENSMUSG00000028382	Ptbp3
IGHV2-70	ENSG00000274576	ENSMUSG00000095117	Ighv8-9
IGHV2-70	ENSG00000274576	ENSMUSG00000104452	Ighv8-8
IGHV2-70	ENSG00000274576	ENSMUSG00000094505	Ighv8-6
IGHV2-70	ENSG00000274576	ENSMUSG00000076733	Ighv8-13
IGHV2-70	ENSG00000274576	ENSMUSG00000076731	Ighv8-12
IGHV2-70	ENSG00000274576	ENSMUSG00000102301	Ighv8-2
IGHV2-70	ENSG00000274576	ENSMUSG00000096355	Ighv8-4
IGHV2-70	ENSG00000274576	ENSMUSG00000102364	Ighv8-5
IGHV2-70	ENSG00000274576	ENSMUSG00000095170	Ighv8-11
ALKBH8	ENSG00000137760	ENSMUSG00000025899	Alkbh8
CLDN17	ENSG00000156282	ENSMUSG00000055811	Cldn17
CCL2	ENSG00000108691	ENSMUSG00000035385	Ccl2
UBR4	ENSG00000127481	ENSMUSG00000066036	Ubr4
IGHV7-81	ENSG00000211979	ENSMUSG00000094102	Ighv9-2
IGHV7-81	ENSG00000211979	ENSMUSG00000094322	Ighv9-4
IGHV7-81	ENSG00000211979	ENSMUSG00000096805	Ighv9-1
IGHV7-81	ENSG00000211979	ENSMUSG00000096459	Ighv9-3
IGHV3-74	ENSG00000224650	ENSMUSG00000094533	Ighv11-1
IGHV3-74	ENSG00000224650	ENSMUSG00000076661	Ighv16-1
IGHV3-74	ENSG00000224650	ENSMUSG00000096108	Ighv11-2
IGHV3-74	ENSG00000224650	ENSMUSG00000076655	Ighv4-1
UBE2H	ENSG00000186591	ENSMUSG00000039159	Ube2h
CLDN8	ENSG00000156284	ENSMUSG00000050520	Cldn8
C11orf58	ENSG00000110696	ENSMUSG00000030663	1110004F10Rik
NCAPD3	ENSG00000151503	ENSMUSG00000035024	Ncapd3
SLC35E4	ENSG00000100036	ENSMUSG00000048807	Slc35e4
KIF1B	ENSG00000054523	ENSMUSG00000063077	Kif1b
KRTAP24-1	ENSG00000188694	ENSMUSG00000050239	Krtap24-1
DUSP18	ENSG00000167065	ENSMUSG00000047205	Dusp18
SVIL	ENSG00000197321	ENSMUSG00000024236	Svil
SCIN	ENSG00000006747	ENSMUSG00000002565	Scin
CCL7	ENSG00000108688	ENSMUSG00000035352	Ccl12
AIRE	ENSG00000160224	ENSMUSG00000000731	Aire
TSKU	ENSG00000182704	ENSMUSG00000049580	Tsku
ASDURF	ENSG00000286053	ENSMUSG00000117809	Asdurf
MSH5	ENSG00000204410	ENSMUSG00000007035	Msh5
AC012488.2	ENSG00000286165	ENSMUSG00000099913	Gm28551
AC012488.2	ENSG00000286165	ENSMUSG00000026095	Asnsd1
POP1	ENSG00000104356	ENSMUSG00000022325	Pop1
ASNSD1	ENSG00000138381	ENSMUSG00000099913	Gm28551
ASNSD1	ENSG00000138381	ENSMUSG00000026095	Asnsd1
WDSUB1	ENSG00000196151	ENSMUSG00000026988	Wdsub1
TMEM181	ENSG00000146433	ENSMUSG00000038141	Tmem181a
HUWE1	ENSG00000086758	ENSMUSG00000025261	Huwe1
DNAJC11	ENSG00000007923	ENSMUSG00000039768	Dnajc11
DNASE1L3	ENSG00000163687	ENSMUSG00000025279	Dnase1l3
FBH1	ENSG00000134452	ENSMUSG00000058594	Fbh1
SNRPD1	ENSG00000167088	ENSMUSG00000002477	Snrpd1
DDB2	ENSG00000134574	ENSMUSG00000002109	Ddb2
PKD2L2	ENSG00000078795	ENSMUSG00000014503	Pkd2l2
KRTAP26-1	ENSG00000197683	ENSMUSG00000071471	Krtap26-1
ST20-MTHFS	ENSG00000259332	ENSMUSG00000066442	Mthfs
ST20-MTHFS	ENSG00000259332	ENSMUSG00000079427	Mthfsl
MTHFS	ENSG00000136371	ENSMUSG00000066442	Mthfs
MTHFS	ENSG00000136371	ENSMUSG00000079427	Mthfsl
GABRD	ENSG00000187730	ENSMUSG00000029054	Gabrd
TMEM230	ENSG00000089063	ENSMUSG00000027341	Tmem230
UCMA	ENSG00000165623	ENSMUSG00000026668	Ucma
DIO2	ENSG00000211448	ENSMUSG00000007682	Dio2
ANO9	ENSG00000185101	ENSMUSG00000054662	Ano9
LDB1	ENSG00000198728	ENSMUSG00000025223	Ldb1
NOC3L	ENSG00000173145	ENSMUSG00000024999	Noc3l
FNDC11	ENSG00000125531	ENSMUSG00000047841	Fndc11
RAB26	ENSG00000167964	ENSMUSG00000079657	Rab26
MTMR14	ENSG00000163719	ENSMUSG00000030269	Mtmr14
CCL11	ENSG00000172156	ENSMUSG00000020676	Ccl11
TLX3	ENSG00000164438	ENSMUSG00000040610	Tlx3
PNOC	ENSG00000168081	ENSMUSG00000045731	Pnoc
VARS2	ENSG00000137411	ENSMUSG00000038838	Vars2
CERS4	ENSG00000090661	ENSMUSG00000008206	Cers4
CCL8	ENSG00000108700	ENSMUSG00000009185	Ccl8
CRYGN	ENSG00000127377	ENSMUSG00000038135	Crygn
NFRKB	ENSG00000170322	ENSMUSG00000042185	Nfrkb
JAM3	ENSG00000166086	ENSMUSG00000031990	Jam3
KLHL23	ENSG00000213160	ENSMUSG00000042155	Klhl23
PGF	ENSG00000119630	ENSMUSG00000004791	Pgf
TAGLN	ENSG00000149591	ENSMUSG00000032085	Tagln
NYAP1	ENSG00000166924	ENSMUSG00000045348	Nyap1
THAP3	ENSG00000041988	ENSMUSG00000039759	Thap3
RASGEF1C	ENSG00000146090	ENSMUSG00000020374	Rasgef1c
MYO9B	ENSG00000099331	ENSMUSG00000004677	Myo9b
LRRC14B	ENSG00000185028	ENSMUSG00000021579	Lrrc14b
TLR1	ENSG00000174125	ENSMUSG00000044827	Tlr1
PHOSPHO2	ENSG00000144362	ENSMUSG00000027088	Phospho2
DEFB129	ENSG00000125903	ENSMUSG00000074681	Defb23
UBR7	ENSG00000012963	ENSMUSG00000041712	Ubr7
CDK6	ENSG00000105810	ENSMUSG00000040274	Cdk6
FP565260.6	ENSG00000280433	ENSMUSG00000000374	Trappc10
MAN2C1	ENSG00000140400	ENSMUSG00000032295	Man2c1
MATR3	ENSG00000015479	ENSMUSG00000037236	Matr3
MATR3	ENSG00000015479	ENSMUSG00000117694	Snhg4
PAPSS1	ENSG00000138801	ENSMUSG00000028032	Papss1
DEFB132	ENSG00000186458	ENSMUSG00000048500	Defb15
DEFB132	ENSG00000186458	ENSMUSG00000052554	Defb34
DEFB132	ENSG00000186458	ENSMUSG00000027468	Defb22
VIL1	ENSG00000127831	ENSMUSG00000026175	Vil1
TLR6	ENSG00000174130	ENSMUSG00000051498	Tlr6
MBD3L3	ENSG00000182315	ENSMUSG00000047508	Mbd3l2
RAD23A	ENSG00000179262	ENSMUSG00000003813	Rad23a
ZC3HAV1L	ENSG00000146858	ENSMUSG00000047749	Zc3hav1l
GRAMD2A	ENSG00000175318	ENSMUSG00000074259	Gramd2
DYNLT1	ENSG00000146425	ENSMUSG00000095677	Dynlt1f
DYNLT1	ENSG00000146425	ENSMUSG00000096255	Dynlt1b
DYNLT1	ENSG00000146425	ENSMUSG00000092074	Dynlt1a
DYNLT1	ENSG00000146425	ENSMUSG00000000579	Dynlt1c
TBC1D19	ENSG00000109680	ENSMUSG00000039178	Tbc1d19
OR52B2	ENSG00000255307	ENSMUSG00000043948	Olfr691
NFATC2	ENSG00000101096	ENSMUSG00000027544	Nfatc2
RNF146	ENSG00000118518	ENSMUSG00000038876	Rnf146
OR56B4	ENSG00000180919	ENSMUSG00000073909	Olfr688
OR56B4	ENSG00000180919	ENSMUSG00000073907	Olfr689
ORC2	ENSG00000115942	ENSMUSG00000026037	Orc2
OR52W1	ENSG00000175485	ENSMUSG00000073906	Olfr692
AL110118.2	ENSG00000259066	ENSMUSG00000041712	Ubr7
TMEM251	ENSG00000153485	ENSMUSG00000046675	Tmem251
PLTP	ENSG00000100979	ENSMUSG00000017754	Pltp
CABLES2	ENSG00000149679	ENSMUSG00000038990	Cables2
SYTL3	ENSG00000164674	ENSMUSG00000041831	Sytl3
GON7	ENSG00000170270	ENSMUSG00000041716	Gm20604
GON7	ENSG00000170270	ENSMUSG00000098530	Gm28051
GON7	ENSG00000170270	ENSMUSG00000091931	Gon7
KRTAP27-1	ENSG00000206107	ENSMUSG00000090515	Krtap27-1
C1QL2	ENSG00000144119	ENSMUSG00000036907	C1ql2
SPDYE6	ENSG00000260097	ENSMUSG00000029586	Spdye4b
SPDYE6	ENSG00000260097	ENSMUSG00000039296	Spdye4a
KRTAP13-2	ENSG00000182816	ENSMUSG00000056350	Krtap13-1
PENK	ENSG00000181195	ENSMUSG00000045573	Penk
KRTAP13-1	ENSG00000198390	ENSMUSG00000056350	Krtap13-1
RFK	ENSG00000135002	ENSMUSG00000024712	Rfk
CLOCK	ENSG00000134852	ENSMUSG00000029238	Clock
KRTAP13-3	ENSG00000240432	ENSMUSG00000048830	2310057N15Rik
KRTAP13-3	ENSG00000240432	ENSMUSG00000009047	Gm5965
KRTAP13-3	ENSG00000240432	ENSMUSG00000116636	Gm20741
KRTAP13-3	ENSG00000240432	ENSMUSG00000050224	Krtap13
KRTAP13-3	ENSG00000240432	ENSMUSG00000068078	2310034C09Rik
CCDC127	ENSG00000164366	ENSMUSG00000021578	Ccdc127
KRTAP15-1	ENSG00000186970	ENSMUSG00000022931	Krtap15
HOXA10	ENSG00000253293	ENSMUSG00000000938	Hoxa10
DQX1	ENSG00000144045	ENSMUSG00000009145	Dqx1
PDGFA	ENSG00000197461	ENSMUSG00000025856	Pdgfa
GABRA3	ENSG00000011677	ENSMUSG00000031343	Gabra3
GADD45GIP1	ENSG00000179271	ENSMUSG00000033751	Gadd45gip1
USP19	ENSG00000172046	ENSMUSG00000006676	Usp19
AMBN	ENSG00000178522	ENSMUSG00000029288	Ambn
PDS5A	ENSG00000121892	ENSMUSG00000029202	Pds5a
EXOSC7	ENSG00000075914	ENSMUSG00000025785	Exosc7
SERPING1	ENSG00000149131	ENSMUSG00000023224	Serping1
CDH6	ENSG00000113361	ENSMUSG00000039385	Cdh6
NDUFB3	ENSG00000119013	ENSMUSG00000026032	Ndufb3
TNS1	ENSG00000079308	ENSMUSG00000055322	Tns1
WNK1	ENSG00000060237	ENSMUSG00000045962	Wnk1
RETN	ENSG00000104918	ENSMUSG00000012705	Retn
PRKRIP1	ENSG00000128563	ENSMUSG00000039737	Prkrip1
ARMC2	ENSG00000118690	ENSMUSG00000071324	Armc2
PRSS21	ENSG00000007038	ENSMUSG00000024116	Prss21
FAM126B	ENSG00000155744	ENSMUSG00000038174	Fam126b
TPP2	ENSG00000134900	ENSMUSG00000041763	Tpp2
HOXA9	ENSG00000078399	ENSMUSG00000038227	Hoxa9
FAM114A1	ENSG00000197712	ENSMUSG00000029185	Fam114a1
HP1BP3	ENSG00000127483	ENSMUSG00000028759	Hp1bp3
PCNA	ENSG00000132646	ENSMUSG00000027342	Pcna
ZDHHC3	ENSG00000163812	ENSMUSG00000025786	Zdhhc3
PURA	ENSG00000185129	ENSMUSG00000043991	Pura
AHRR	ENSG00000063438	ENSMUSG00000021575	Ahrr
FAM174A	ENSG00000174132	ENSMUSG00000051185	Fam174a
ZC3HAV1	ENSG00000105939	ENSMUSG00000029826	Zc3hav1
NDUFB11	ENSG00000147123	ENSMUSG00000061633	1700029P11Rik
NDUFB11	ENSG00000147123	ENSMUSG00000031059	Ndufb11
AHRR	ENSG00000286169	ENSMUSG00000021575	Ahrr
DGLUCY	ENSG00000133943	ENSMUSG00000021185	Dglucy
NEURL2	ENSG00000124257	ENSMUSG00000039873	Neurl2
SAMD9L	ENSG00000177409	ENSMUSG00000047735	Samd9l
AGER	ENSG00000204305	ENSMUSG00000015452	Ager
AGTPBP1	ENSG00000135049	ENSMUSG00000021557	Agtpbp1
FAM216B	ENSG00000179813	ENSMUSG00000045655	Fam216b
C11orf42	ENSG00000180878	ENSMUSG00000078611	Gm5901
RBM10	ENSG00000182872	ENSMUSG00000031060	Rbm10
PAX3	ENSG00000135903	ENSMUSG00000004872	Pax3
ELMOD1	ENSG00000110675	ENSMUSG00000041986	Elmod1
TRIP13	ENSG00000071539	ENSMUSG00000021569	Trip13
ARL4A	ENSG00000122644	ENSMUSG00000047446	Arl4a
RBMXL2	ENSG00000170748	ENSMUSG00000073894	Rbmxl2
DHX30	ENSG00000132153	ENSMUSG00000032480	Dhx30
CPNE9	ENSG00000144550	ENSMUSG00000030270	Cpne9
TMEM165	ENSG00000134851	ENSMUSG00000029234	Tmem165
TYRO3	ENSG00000092445	ENSMUSG00000027298	Tyro3
EFL1	ENSG00000140598	ENSMUSG00000038563	Efl1
PDCD6	ENSG00000249915	ENSMUSG00000021576	Pdcd6
MRGPRF	ENSG00000172935	ENSMUSG00000031070	Mrgprf
CLEC3B	ENSG00000163815	ENSMUSG00000025784	Clec3b
PRPS2	ENSG00000101911	ENSMUSG00000025742	Prps2
RPS6	ENSG00000137154	ENSMUSG00000028495	Rps6
CHRNA7	ENSG00000175344	ENSMUSG00000030525	Chrna7
NIPAL2	ENSG00000104361	ENSMUSG00000038879	Nipal2
MCEMP1	ENSG00000183019	ENSMUSG00000013974	Mcemp1
ARID4A	ENSG00000032219	ENSMUSG00000048118	Arid4a
ZNF557	ENSG00000130544	ENSMUSG00000074500	Zfp558
ZNF704	ENSG00000164684	ENSMUSG00000040209	Zfp704
XKR5	ENSG00000275591	ENSMUSG00000039814	Xkr5
PHOX2A	ENSG00000165462	ENSMUSG00000007946	Phox2a
RPL15	ENSG00000174748	ENSMUSG00000012405	Rpl15
GEN1	ENSG00000178295	ENSMUSG00000051235	Gen1
TRAPPC5	ENSG00000181029	ENSMUSG00000040236	Trappc5
INPPL1	ENSG00000165458	ENSMUSG00000032737	Inppl1
DSC1	ENSG00000134765	ENSMUSG00000044322	Dsc1
GTF2H4	ENSG00000213780	ENSMUSG00000001524	Gtf2h4
LGI2	ENSG00000153012	ENSMUSG00000039252	Lgi2
MATR3	ENSG00000280987	ENSMUSG00000037236	Matr3
MATR3	ENSG00000280987	ENSMUSG00000117694	Snhg4
PAG1	ENSG00000076641	ENSMUSG00000027508	Pag1
SLC43A2	ENSG00000167703	ENSMUSG00000038178	Slc43a2
MAN2A2	ENSG00000196547	ENSMUSG00000038886	Man2a2
FABP7	ENSG00000164434	ENSMUSG00000019874	Fabp7
TRAK1	ENSG00000182606	ENSMUSG00000032536	Trak1
ALPK2	ENSG00000198796	ENSMUSG00000032845	Alpk2
TET2	ENSG00000168769	ENSMUSG00000040943	Tet2
RNF216	ENSG00000011275	ENSMUSG00000045078	Rnf216
ATP5F1D	ENSG00000099624	ENSMUSG00000003072	Atp5d
ALKBH4	ENSG00000160993	ENSMUSG00000039754	Alkbh4
PTDSS2	ENSG00000174915	ENSMUSG00000025495	Ptdss2
AC021087.5	ENSG00000286001	ENSMUSG00000021577	Sdha
FUCA1	ENSG00000179163	ENSMUSG00000028673	Fuca1
SDHA	ENSG00000073578	ENSMUSG00000021577	Sdha
DEFA6	ENSG00000164822	ENSMUSG00000094662	Defa36
DEFA6	ENSG00000164822	ENSMUSG00000094818	Defa32
DEFA6	ENSG00000164822	ENSMUSG00000074439	Defa5
DEFA6	ENSG00000164822	ENSMUSG00000074443	Defa22
DEFA6	ENSG00000164822	ENSMUSG00000074446	Defa23
DEFA6	ENSG00000164822	ENSMUSG00000074440	Defa3
DEFA6	ENSG00000164822	ENSMUSG00000074447	Defa21
DEFA6	ENSG00000164822	ENSMUSG00000060070	Defa26
DEFA6	ENSG00000164822	ENSMUSG00000079116	Gm15293
DEFA6	ENSG00000164822	ENSMUSG00000064213	Defa24
DEFA6	ENSG00000164822	ENSMUSG00000060208	Defa17
DEFA6	ENSG00000164822	ENSMUSG00000061958	Gm14851
DEFA6	ENSG00000164822	ENSMUSG00000079113	Gm7861
DEFA6	ENSG00000164822	ENSMUSG00000065956	Defa37
DEFA6	ENSG00000164822	ENSMUSG00000082211	Defa27
DEFA6	ENSG00000164822	ENSMUSG00000095066	Defa20
DEFA6	ENSG00000164822	ENSMUSG00000074441	Gm15292
DEFA6	ENSG00000164822	ENSMUSG00000074444	Defa30
DEFA6	ENSG00000164822	ENSMUSG00000061845	Defa35
DEFA6	ENSG00000164822	ENSMUSG00000058618	AY761184
DEFA6	ENSG00000164822	ENSMUSG00000094362	Defa33
DEFA6	ENSG00000164822	ENSMUSG00000074434	Defa28
DEFA6	ENSG00000164822	ENSMUSG00000079120	AY761185
DEFA6	ENSG00000164822	ENSMUSG00000094687	Defa25
DEFA6	ENSG00000164822	ENSMUSG00000074437	Defa29
DEFA6	ENSG00000164822	ENSMUSG00000074442	Defa31
DEFA6	ENSG00000164822	ENSMUSG00000096295	Defa2
DEFA6	ENSG00000164822	ENSMUSG00000079114	Gm7849
DEFA6	ENSG00000164822	ENSMUSG00000063206	Defa34
STAP2	ENSG00000178078	ENSMUSG00000038781	Stap2
WDR91	ENSG00000105875	ENSMUSG00000058486	Wdr91
PCDH18	ENSG00000189184	ENSMUSG00000037892	Pcdh18
DSC2	ENSG00000134755	ENSMUSG00000024331	Dsc2
ORAI2	ENSG00000160991	ENSMUSG00000039747	Orai2
GNAS	ENSG00000087460	ENSMUSG00000027523	Gnas
PYGB	ENSG00000100994	ENSMUSG00000033059	Pygb
SYK	ENSG00000165025	ENSMUSG00000021457	Syk
SGSM1	ENSG00000167037	ENSMUSG00000042216	Sgsm1
C1QTNF2	ENSG00000145861	ENSMUSG00000046491	C1qtnf2
DCBLD1	ENSG00000164465	ENSMUSG00000019891	Dcbld1
SMARCB1	ENSG00000099956	ENSMUSG00000000902	Smarcb1
SMC6	ENSG00000163029	ENSMUSG00000020608	Smc6
ZC3HC1	ENSG00000091732	ENSMUSG00000039130	Zc3hc1
RBBP8NL	ENSG00000130701	ENSMUSG00000038980	Rbbp8nl
GABRQ	ENSG00000268089	ENSMUSG00000031344	Gabrq
MCMDC2	ENSG00000178460	ENSMUSG00000046101	Mcmdc2
SOS1	ENSG00000115904	ENSMUSG00000024241	Sos1
NR1D2	ENSG00000174738	ENSMUSG00000021775	Nr1d2
ABHD6	ENSG00000163686	ENSMUSG00000025277	Abhd6
TMEM156	ENSG00000121895	ENSMUSG00000037913	Tmem156
GLUD2	ENSG00000182890	ENSMUSG00000021794	Glud1
SLC35D2	ENSG00000130958	ENSMUSG00000033114	Slc35d2
EIF2B2	ENSG00000119718	ENSMUSG00000004788	Eif2b2
ABHD12	ENSG00000100997	ENSMUSG00000032046	Abhd12
MSX2	ENSG00000120149	ENSMUSG00000021469	Msx2
ABCA12	ENSG00000144452	ENSMUSG00000050296	Abca12
GOPC	ENSG00000047932	ENSMUSG00000019861	Gopc
FCER2	ENSG00000104921	ENSMUSG00000005540	Fcer2a
PIGG	ENSG00000174227	ENSMUSG00000029263	Pigg
PPRC1	ENSG00000148840	ENSMUSG00000055491	Pprc1
OR13A1	ENSG00000256574	ENSMUSG00000053391	Olfr211
TFF3	ENSG00000160180	ENSMUSG00000024029	Tff3
COMMD9	ENSG00000110442	ENSMUSG00000027163	Commd9
SIN3A	ENSG00000169375	ENSMUSG00000042557	Sin3a
RAB42	ENSG00000188060	ENSMUSG00000089687	Rab42
SMPDL3A	ENSG00000172594	ENSMUSG00000019872	Smpdl3a
TAF12	ENSG00000120656	ENSMUSG00000028899	Taf12
IL17A	ENSG00000112115	ENSMUSG00000025929	Il17a
NKIRAS1	ENSG00000197885	ENSMUSG00000021772	Nkiras1
TRAPPC6B	ENSG00000182400	ENSMUSG00000020993	Trappc6b
ISOC1	ENSG00000066583	ENSMUSG00000024601	Isoc1
AL160269.1	ENSG00000285269	ENSMUSG00000033114	Slc35d2
HSD17B3	ENSG00000130948	ENSMUSG00000033122	Hsd17b3
AL132671.2	ENSG00000282218	ENSMUSG00000019861	Gopc
CCL24	ENSG00000106178	ENSMUSG00000004814	Ccl24
FER1L5	ENSG00000249715	ENSMUSG00000037432	Fer1l5
H1F0	ENSG00000189060	ENSMUSG00000096210	H1f0
ROS1	ENSG00000047936	ENSMUSG00000019893	Ros1
SIL1	ENSG00000120725	ENSMUSG00000024357	Sil1
ABCC2	ENSG00000023839	ENSMUSG00000025194	Abcc2
GTPBP6	ENSG00000178605	ENSMUSG00000033434	Gtpbp6
ALDH1B1	ENSG00000137124	ENSMUSG00000035561	Aldh1b1
PPP1R9A	ENSG00000158528	ENSMUSG00000032827	Ppp1r9a
TUBE1	ENSG00000074935	ENSMUSG00000019845	Tube1
TLR7	ENSG00000196664	ENSMUSG00000044583	Tlr7
FBXO16	ENSG00000214050	ENSMUSG00000034532	Fbxo16
IGFBPL1	ENSG00000137142	ENSMUSG00000035551	Igfbpl1
SYN2	ENSG00000157152	ENSMUSG00000009394	Syn2
ALOX5	ENSG00000012779	ENSMUSG00000025701	Alox5
TLR8	ENSG00000101916	ENSMUSG00000040522	Tlr8
PLCXD1	ENSG00000182378	ENSMUSG00000064247	Plcxd1
EEF1AKMT1	ENSG00000150456	ENSMUSG00000021951	Eef1akmt1
KIAA1958	ENSG00000165185	ENSMUSG00000045071	E130308A19Rik
NPM1	ENSG00000181163	ENSMUSG00000057113	Npm1
STARD10	ENSG00000214530	ENSMUSG00000030688	Stard10
NIPA2	ENSG00000140157	ENSMUSG00000030452	Nipa2
